,publicName,translationSetId,small_museum,visual,culture,naval,nature,tech,ethnology,architectonic,educative,art_museum,historic_museum,science,military,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,art_galleries,historic_location,castles,churches,children,gardens,audiotour,exhibition,lecture,scavenger,library,openair,parking,weelchair,disabled,trainstation,restaurant
206,Nationaal Baggermuseum,69295701-69e0-47c2-89c5-1586e4f3f64a,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
207,Bevrijdingsmuseum Zeeland,6a361bf8-811f-4b1f-889c-b6035e1aadb1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Louwman Museum,6add9957-7a8c-469f-83da-ff169b0f2050,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
209,Museum Romeinse Katakomben,6b461af0-14c9-4237-9f22-1b60d7452aea,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
210,Universiteitsmuseum Utrecht,6ba07d19-806f-4d76-b580-c15b8d5e5157,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
211,Historisch Museum De Bevelanden,6c17c8de-2dd0-4670-b55d-402b84e26787,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
212,Nationaal Onderwijsmuseum,6d4868c9-74a6-41f4-8c23-cabe36c82361,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
213,Liemers Museum,6d57096e-0987-4a5d-8550-12422e46c012,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
214,Museum Lunteren,6e1059f5-43f9-4114-ac92-32d90300f0cc,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
215,Museum Zaanse Tijd,6e72a9c5-744a-422a-aa18-e81f6b6ac631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
216,Allard Pierson,6ed658b1-4ce7-4df9-9472-4b0271d044a3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
217,Czaar Peterhuisje,6ef0942d-d378-498c-a851-fd416f754954,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
218,Groninger Museum,71728b2c-4b17-4855-8663-98a7788acaf0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
219,Museum Het Warenhuis - Axel,71d2e340-ddc9-4ba0-ab18-7bf255c79f6b,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
220,Koninklijk Eise Eisinga Planetarium,72ac8fe8-829b-4633-8e72-be04100017ed,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
221,Huis Verwolde,742e5925-2496-45d7-a5a8-4f5925dbb2b6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
222,Museum Tot Zover,7433df02-7eee-40bc-a5c5-98fb3373fbc9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
223,Oudheidkamer Texel,755e1f8c-0fbf-4859-83f6-b2aafa24e349,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
224,Nationaal Glasmuseum,75ec946e-e708-4c76-8fd9-4106e9680283,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
225,Kasteel Ammersoyen,76abee38-93a0-49c0-95e1-eab3cbe23044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
226,Museum Henriette Polak,770fa717-5ed6-4ab2-ba57-5b18a817b497,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
227,Huizer Museum,778fb79a-2b1c-4696-8909-018dee25142a,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
228,Openbaar Vervoer & Speelgoed Museum Doetinchem,77b88782-7ebf-4e66-b1b5-a12b91f8eea1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
229,Museum Kaap Skil,77dc3244-2ab9-4340-bb76-d29401097a09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
230,Rijksmuseum Amsterdam,7810d0eb-0034-457b-9cf7-ae7aa21e104f,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
231,Design Museum Den Bosch,783538c2-21d3-4a79-9830-01b9ae3812b9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
232,De Looierij,798b12be-0127-4f41-91df-1a5e71af1e37,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
233,Museum De Voorde,7a27d9cd-4c8e-41d0-88c4-e0dafb39f84b,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
234,Batavialand,7a2966b5-97fa-4cd3-9408-9e415182ca4e,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
235,Museum Willet-Holthuysen,7a6bb20e-440e-428d-a735-e417b43aa8a9,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
236,Fotomuseum Den Haag,7b137589-30ad-453e-8313-7feeba7c3d51,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
237,Museum van de 20e Eeuw,7b4c1d7c-477e-4343-bf11-01cdda92312f,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
238,Musiom,7c33a0e2-a4f6-466a-87b0-533b4aad2e91,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
239,Vrijheidsmuseum,7c932277-8623-41f0-b656-29e7488182fb,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
240,NEST,7d01d3c1-913a-4641-8d51-610bbcc3eb37,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,Noordelijk Scheepvaartmuseum,7da23277-bdc1-4a3e-95e0-598a74af2bb8,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
242,Volendams Museum,7e0dd85c-797b-4168-ba79-e3f70cd5ca1b,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
243,Museum Boijmans Van Beuningen,7e411587-1b9d-44f9-ada4-5305bea2798e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1
244,Museum Krona,7e8f969b-8f8b-4950-8028-f80b4a19c0db,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
245,Openluchtmuseum Eynderhoof,7f1aa9cb-0a67-4088-b376-e287b1082b3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
246,Foam Fotografiemuseum Amsterdam,8061314a-3e6b-48fe-9f8e-73d62660147d,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
247,Kasteel Duivenvoorde,80a37d9f-37d1-466f-96c2-b65044666fbe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
248,Industrieel Museum Zeeland,80d22ad4-79ea-4688-97ec-4c93dc366e48,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
249,Museum van Egmond,810e8ace-0c20-4d65-b2c0-e1ad4ae0c60d,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
250,Museum de Kantfabriek,832cd1d6-c933-4279-8ae6-1e3fa38853a2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
251,Kasteel Het Nijenhuis,85cac575-f2a0-4260-9aa2-baca96d38f3b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
252,Dordrechts Museum,85f6a07b-2a79-4b74-9c35-19a9e0ccfb9e,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
253,Grote Kerk Alkmaar,8631ec67-dd0c-44b2-bb33-d4711b1ceb1a,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
254,Feyenoord Museum,86530fe9-05f8-4d04-8aae-1a59202425e8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
255,Stadskasteel Zaltbommel,86ce2124-88f3-4fce-b174-20b61d0bdaaa,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
256,Museum Nairac,8743beac-5f97-4417-b3c5-b2797057afec,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
257,Chabot Museum,878343ed-4a2c-44e9-bd89-998e67720b2d,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
258,Museum Martena,87b2cce5-2b71-4838-90cc-85ed7f345937,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
259,Museum Abdijkerk,890092e9-15a8-431f-ad8b-2e8c0b4a1377,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
260,West Den Haag,898f1dfc-f868-44a0-8389-eb6b79d2e0c5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
261,De Glasblazerij,8a69c954-70b7-4db9-9185-6737eb63640b,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Stadsmuseum Rhenen,8ad14ab1-1948-468c-9a63-7094f85cd1bc,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
263,Stedelijk Museum Schiedam,8b41c423-33f1-47d4-820f-cb0f4e1392fd,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
264,Japanmuseum SieboldHuis,8bb5d8e6-f32c-402b-b482-fc69ca39b6d3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
265,Kranenburgh,8c34f8b3-6487-4a08-a6ba-f5afa61aea72,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
266,Museum 't Oude Slot,8f9a43db-d28a-4857-b4e5-2f128210a7ee,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
267,Vleeshal,8fad50cc-1285-4f27-8a1d-9d2395dff367,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
268,Nederlands Zilvermuseum,8fae9e9b-5c62-477b-9ccc-d9d3ec1d695c,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1
269,Streekmuseum Veldzicht,90006235-c0cb-44f3-9b3b-cbdab208f562,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Museum Ons' Lieve Heer op Solder,90ebf3e8-d8ee-4b3b-9e62-3a17130bf3bf,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
271,Museum Het Bolwerk,90f38d1a-ff33-4241-9b7f-1ced4a707fda,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
272,Streek & Landbouwmuseum Goemanszorg,9231914a-1dac-4afe-b28a-cc37ee7c5bfd,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
273,Museum Van Loon,92652b8f-7600-4bee-8640-1c40b21a32cf,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
274,Museum Vekemans,92a78cc5-2d70-4c73-bc86-b927906fae70,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
275,Elisabeth Weeshuis Museum,92a87b6a-4b73-4d77-a81b-4d4501893c4e,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
276,Beeld en Geluid,92f68db4-1a4e-4847-990b-9710c4696e9a,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
277,Nationaal Tinnen Figuren Museum,93062e20-901e-46a2-b1f4-107cd82e7ed5,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
278,Singer Laren,937d7d96-ccc0-4131-b26a-b37969c68770,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
279,Natura Docet Wonderryck Twente,93ee982c-adfd-4233-8260-6bb567853af9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
280,Missiemuseum Steyl,944a4c15-58c0-44dc-8f8a-c65b44179c16,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
281,CODA,9457c575-1900-4fc7-aca3-c7e1a1f26826,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1
282,SCHUNCK,9490d5b2-9ed8-47f1-9986-efeb777b11cd,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
283,Museum Sjoel Elburg,959c8b54-68f3-4286-9734-ff3acfb67137,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
284,Museum De Lakenhal,95a74653-495e-4420-82e0-a1a6195f974d,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0
285,Drukkerijmuseum Meppel,95f9ed82-84f8-402c-89e2-30e0419d552b,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
286,"Streekmuseum ""De Meestoof""",9689a6f1-871a-41e9-8f7d-a67d59ac7b98,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
287,Het Dordts Patriciërshuis,96acdc9e-660a-421d-891a-4282fc8ddaa3,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288,Museumbrouwerij de Roos,96c8d522-087d-4746-bec6-f201f4b6b192,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
289,Valkerij en Sigarenmakerij Museum,97033fee-77bb-4ab2-b0f2-ac7821742393,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
290,Zuiderzeemuseum,971a3945-faba-4021-8d5b-5b6fcd124640,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
291,Museum Dorestad,976e2c87-ddaa-44f2-95b9-3402db1a7f8e,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,Beeld en Geluid Den Haag,97dca6c1-6b1a-4ffe-a048-83ecce6707a5,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
293,Anne Frank Huis,98910334-b730-446f-9b09-a7cf440699f6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
294,Humanity House,98bfd0ed-dbf9-4d89-ae77-bba0a13ce4d0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
295,Kasteel Hernen,98c5d4e0-b4e6-4c5e-98ff-1b6b68a10a28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
296,Miramar Zeemuseum,9967b239-a72b-4ad5-9215-c6383b7229d7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
297,Nationaal Reddingmuseum Dorus Rijkers,9ad52af8-ef66-4266-b413-0e1a57995f50,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
298,Florence Nightingale Instituut,9adecd58-7f1f-4add-a0e2-8dcdc0d8bbc2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,Slot Loevestein,9afcd6a2-85e3-4c7c-9f82-887076f83a68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
300,Natuurcentrum Ameland,9bcb7330-2cae-44b4-9fca-9f6e1c4501e5,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
301,Nederlands Watermuseum,9c4bddf8-9bef-46cb-a2ef-5f13ba85884f,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
302,Watersnoodmuseum,9c7d3144-c492-4dbe-9c4e-6ced41468747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
303,Gorcums Museum,9d3a2998-159f-42de-b069-48efe943607d,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
304,Museum W,9d6fdbeb-e330-4eb0-9fa7-cd26adfe7413,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
305,Museum Rotterdam,9dd3fd7c-9281-4e0b-a661-909e597b93ee,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0
306,Mariniersmuseum,9f10ad8a-4d3c-4d7e-ab05-5c1bf5adc3f0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
307,Kasteel Keukenhof,9f88e8ae-c589-427e-becb-1e071b215cd1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
308,Museum Stad Appingedam,9fdbc525-a8e2-4314-af3d-5ee0c95e22d5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
309,Natuurmuseum Brabant,a001e606-6873-4420-92be-8c458691bf35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
310,Kinderboekenmuseum,a02b36f2-4f62-449b-a071-822fcfab14b2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
