,publicName,translationSetId,small_museum,visual,culture,naval,nature,tech,ethnology,architectonic,educative,art_museum,historic_museum,science,military,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,art_galleries,historic_location,castles,churches,children,gardens,audiotour,exhibition,lecture,scavenger,library,openair,parking,weelchair,disabled,trainstation,restaurant
311,Lalique Museum,a0891a06-7670-4cbd-bf82-992b33aeeee6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
312,GRID Grafisch Museum Groningen,a1b6fda7-eec4-4dde-a764-45c96b796e61,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
313,TextielMuseum,a2040f47-849b-4ca6-967e-adee1ee5a930,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
314,Heerenveen Museum,a28f5f86-7181-44e8-9dcc-12ca3f94b4a7,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
315,Museum van de Geest | Dolhuys,a2c1a9f7-97b2-493a-a04c-a760d4066ba9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
316,Belasting & Douane Museum,a42cba4d-03ab-449a-8fb5-a24fb363afa5,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0
317,Kasteel Museum Sypesteyn,a4b7e371-748f-4f21-9730-c4835ffa6e64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
318,Museum 't Behouden Huys,a4e7ffe9-fe8a-4e22-9517-739881f87bfb,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
319,Haags Historisch Museum,a5842601-ea16-4514-9b59-ce21fbbc2a4f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
320,Rijssens Museum,a58c6379-8b38-4361-ad34-c6c5f785a9f2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Kasteel Cannenburch,a5e644b6-829e-477a-956f-91eb4fa4e1a4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
322,Museum Collectie Krop,a6036d08-a239-4ec5-8201-d9001d93cfe9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
323,Wevershuis,a6b7df43-21c4-447b-be52-a436b89873cf,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
324,Museum Huis Doorn,a6fc14aa-84ee-4c59-8801-baf29c2557dd,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
325,Verzetsmuseum Amsterdam,a75d5925-5172-4816-a02e-919c48899db8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
326,Airborne Museum at Hartenstein,a7e42402-9eb9-4312-abf5-ae09e951e068,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
327,Drents Museum,a8d2fca6-7408-4b0d-ac2b-1a599469390c,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
328,Koninklijk Paleis Amsterdam,a8d715f7-82f5-4df4-9308-0d33c4c1eaa2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
329,Museum Nijkerk,a9d56613-d373-4a44-b70d-e4b98db1b38a,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
330,Huis Marseille,aa46ee69-710b-4127-b6d9-245822fbe203,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
331,Van Gogh Museum,aa54b14e-fe16-4424-9be9-ca9d8ef84fa7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
332,Amsterdam Museum,aa8279d3-78cf-4af8-8f83-24dd44caabd6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
333,Museum Joure,aa8feafc-c5e8-438f-a4ba-f5d1adff459c,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
334,Stadsmuseum Steenwijk,aae86812-3eb1-411d-ba3e-71c4b1fc4fcb,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
335,Natuurhistorisch Museum Rotterdam,ab5e9944-251c-48d4-879d-115525f2e298,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
336,Museum 'De Tien Malen',abaad182-4619-449e-96a5-4583f8701299,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
337,Stedelijk Museum Breda,abd0504d-1106-44ee-8c62-3cc937d5fd9a,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
338,Nationaal Militair Museum,ac63eec9-a130-4e9c-b378-e23e076865dc,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
339,Museum Bronbeek,ad5b634c-e784-4755-ae75-8748507fa437,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
340,Museum Paulina Bisdom van Vliet,addebae4-6756-4fe4-b59c-1aac2d80ab8e,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
341,"BAK, basis voor actuele kunst",ae32e45b-c9aa-4cc1-ac06-6ddb93c9630b,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,Fries Museum,ae7a3560-ceb4-4f91-9672-8041e77c5fe5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
343,Museum Veere,af698204-4437-411f-a1a9-d5a0fe7d16bb,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
344,Botanische Tuin De Kruidhof,b0654f59-55d5-4c74-8420-3d3938f861e2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
345,Historisch Museum Ede,b1132b3d-b239-4a24-a76b-b524ea708479,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
346,Philips Museum,b1d4586f-c77c-43f7-bb72-649f1af68575,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
347,Museum Wierdenland Ezinge,b2398575-3c86-42a2-b07c-886384eb9add,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0
348,Nationaal Modelspoor Museum,b280cbea-0bd7-47c1-a827-91cd7d305cbb,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
349,Stedelijk Museum Zutphen,b2c2237c-a0b5-4d94-99b9-c71b8ede2fc5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
350,IJmuider Zee- en Havenmuseum,b4270bbf-143e-4a83-9da0-23888b73de16,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
351,Afrika Museum,b5023390-ced1-4210-a14c-23c349b2ee15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
352,Schoonewelle Mus. voor Natuur en Ambacht,b595d644-a4c6-4975-8df3-b394bf27dfe2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
353,Amsterdam Pipe Museum,b5a41500-a10f-418f-8903-6e60d0907060,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
354,Geologisch Museum Hofland,b5d597b1-730f-402b-bc6e-a86cadebd973,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
355,Museum Veenendaal,b5f1962b-3709-4476-a8c7-6209ca198c7d,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
356,Kasteel de Haar,b67b0651-df2f-48c8-9793-1024a0c9901e,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
357,Geniemuseum,b8038372-8f48-4fcc-84ae-8f2cc86b3a69,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
358,Marechausseemuseum,b8ff0361-b591-4bfb-9671-5bdb3d48c1af,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
359,Keramiekcentrum Tiendschuur Tegelen,b95305d9-cc57-498c-8819-c1983713d181,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
360,De Fraeylemaborg,b9e24741-1bd4-4409-95c3-0d2ed37b0df3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
361,t Fiskershúske,b9fa7554-70fd-4a40-8515-55ff3895e129,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
362,Historische Tuin Aalsmeer,ba678427-5609-42b1-91e2-fd5c845d42c6,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
363,Het Oude Raadhuis Urk,bb1872c6-aefd-4bd5-988d-3aad8bde3b74,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
364,Stadsmuseum Groenlo,bbcc349c-6f7e-4416-a6f9-1954997e54e6,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
365,Het Klederdrachtmuseum,bd68c0cd-f2e8-4f7c-8245-7a6dd39028b3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
366,Het Spinozahuis,bd81828f-b3dd-44c8-b671-1b1c648a9986,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
367,Nationaal Archief,bdd23118-7948-42bd-8421-36d9ec2e423b,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
368,Leudal Museum,be9f0da1-1fde-448d-845a-cd231dac8c3e,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
369,Westlands Museum,bf3dca2d-4523-45ce-84f0-ba0c9e3be824,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
370,Pop Up Museum Oud Amelisweerd,bf728e09-c178-4fe3-82c6-e34c19d7f444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
371,Museum Arnhem,bf79b669-5fa2-460c-9a91-fc7770e73a95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
372,Teylers Museum,bf8b8c20-c838-44b9-a574-303d4b3e66e8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
373,Tassenmuseum Amsterdam,bff4bba9-6f13-4a2a-ab4c-47a3946f61dd,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1
374,De Oude Kerk,bffa1b0e-67c1-4bd4-bfbf-b35c436a2663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
375,Molenmuseum,c0fc44fb-f97c-452b-9148-0ed1d408c4bf,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
376,Zandvoorts Museum,c0fd3c6c-6c08-467d-982a-28f907e03bfd,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
377,Fotomuseum aan het Vrijthof,c19ee988-451e-4da4-b83d-ae4c1bfbf2f0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
378,Museum Bredius,c1a54fda-99f2-4110-b242-b6b97e0fb14f,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
379,Kasteel Rosendael,c2219eac-c939-49f6-ba34-325d739caf9b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
380,Openluchtmuseum Ootmarsum,c2d8b6c2-92ae-46c2-9890-8696aaec6e1d,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
381,Kijk- en Luistermuseum,c31596fe-9ad1-4b7d-ae3c-e095d4744a64,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
382,Huygens' Hofwijck,c40020e4-d23b-4607-9145-7aa020866c04,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
383,Museum MORE,c47b5df9-92d4-417b-a80b-61b3a787bad9,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
384,Louis Couperus Museum,c4cc477e-1442-4ef9-96ea-539e46356b07,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
385,Museum de Buitenplaats,c4ec2b8c-2aef-4e26-893a-ead4f7703e53,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
386,Stedelijk Museum Alkmaar,c5ad38ca-1303-43d2-adee-04bb0e3268f6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
387,Het Utrechts Archief,c5f783ea-db8b-4a9b-93bb-311d51687719,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
388,Maritiem Museum Rotterdam,c7858635-11bf-473d-9dc7-7336bbbd29ca,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
389,Museum Beelden aan Zee,c79c20d2-9c0c-4a88-823b-6f7842a46562,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1
390,Stedelijk Museum Vianen,c7c929e7-23dc-4dc0-9063-85f8211569f0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
391,Geert Groote Huis,c7d847ac-7f57-4bf6-955e-50745c2f1ac3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
392,Nederlands Stoommachinemuseum,c92918d5-cb45-432d-9874-7b54289beb09,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
393,Museum De Zwarte Tulp,c96d0dd3-36c3-4b3c-b3ea-d11ca9840207,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
394,Museum Jan Cunen,ca3693db-b177-4662-be73-5045b606716c,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
395,Museum Hilversum,cab1d011-b4ae-48f1-9e9d-d565431a588f,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
396,Boomkwekerijmuseum,caf31e3f-0d01-4a84-8fa9-bf13a2a6162b,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
397,Museum Drachten,caf7d7cf-5a65-4f21-965a-7227df2993f5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
398,Museum van de Geest | Outsider Art,cb0ac5e1-e2e8-429e-9b48-54414bf84d2b,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
399,Museum de Scheper,cb9208ab-4103-4ab4-b346-1464efa60be9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
400,De Appel,cbebd2e6-4fd8-4bd8-a455-5310d4895828,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,Nederlands Openluchtmuseum,cc12b367-a374-4c8a-bd04-8b24e412af3c,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1
402,Museummolen en molenwinkel De Walvisch,cda45f48-2deb-4062-bd6f-ad4da92c8114,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
403,Museum Maassluis,ce103d55-e291-48e2-ab48-7e464261985f,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
404,Museum De Wieger,ce2b5a40-c6a4-4342-b4cb-ebc677e7af8f,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
405,Museum Nederlandse Cavalerie,cf018604-6faa-45c2-87ae-4953d1334cb4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
406,Veluws Museum Hagedoorns Plaatse,cf87b6b9-ea94-4fc0-81c9-7859328d1c54,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
407,Nationaal Vlechtmuseum,cfb73ba4-3c32-49fe-95f6-39f1b18f8894,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
408,Het Noordbrabants Museum,cfcd6f00-5b4b-4738-951b-5feb1945e644,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
409,GeoFort,d0077c9a-8102-4749-ba85-fe2e8b3ef53d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1
410,Kasteel Hoensbroek,d0bf039f-cc00-4511-bb91-94ac191a3c67,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
411,Fruitteeltmuseum,d183dcdd-900b-4721-b8a0-c44912e8ce7f,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
412,Warkums Erfskip,d1961c0e-c83f-4916-9d9a-51e5c33643bb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
413,Speelgoedmuseum,d1b63e25-c5be-4634-b18e-3abfaf57e330,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
414,Museumpark Archeon,d1e42c4d-d176-4833-98a8-a3fb4a725b91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1
415,Geelvinck Muziek Museum Zutphen ,d241a7ad-081b-433c-aac3-01d314e8af9a,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
