,publicName,translationSetId,small_museum,visual,culture,naval,nature,tech,ethnology,architectonic,educative,art_museum,historic_museum,science,military,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,art_galleries,historic_location,castles,churches,children,gardens,audiotour,exhibition,lecture,scavenger,library,openair,parking,weelchair,disabled,trainstation,restaurant
416,Museum de Fundatie,d277832b-8ab5-466d-ad2d-58a8f409f7cb,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
417,Wereldmuseum Rotterdam,d280a91d-ebc1-4607-afb9-e38a67c862d0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
418,Gemeentemuseum het land van Thorn,d2af32e7-2fc4-40a1-a207-b18fb984e276,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
419,Micropia,d393d962-7ee9-411b-8c60-c0879d6e3fd7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
420,Museummolen Schermerhorn,d3f20e16-cca3-412c-8c94-812eb7999f80,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
421,Speelgoedmuseum Kinderwereld Roden,d412197e-6767-4bea-8c3f-d71ab12cb3a7,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
422,Paleis Het Loo,d545be8a-48d2-4af9-862d-d26a821787e0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
423,Portrait Gallery of the 17th Century,d579493e-5364-4327-b712-d231508db640,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
424,Museum Kasteel Wijchen,d588a9be-1325-4ed5-a697-a823d4b57655,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
425,Museum Noordwijk,d59bf38f-ec44-4785-867b-9687993caa14,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
426,Muzeeaquarium Delfzijl,d6dceab9-27ce-41aa-9be2-9e5189ba51f0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
427,Kunsthal  Rotterdam,d7f027c1-49fa-4fa8-a661-43598ed47263,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
428,Nederlands Steendrukmuseum,d94a7ad1-c6b5-45e5-9b97-4597799ea184,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
429,Forteiland Pampus,d960438f-902d-4c22-820a-383d5992d467,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
430,Veiligheidsmuseum PIT,d9c3694b-8999-46e7-9264-66e2ca190c86,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1
431,Stedelijk Museum Coevorden,da47cb04-ae0e-4ba2-abe5-cd0d63b9fe72,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
432,Museum 'De Roos',da5f9301-a391-48ad-89b7-87eec498ffba,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
433,Museum De Pelgrim,db6bcc6a-dc83-4e65-85ba-b70d85f6ec53,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Museumpark Orientalis,dc084656-3e15-4519-9412-4753da0bc11b,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1
435,Kasteel Doorwerth,dc333343-ecdf-4502-a6b7-35b8ba5c1684,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
436,Spoorwegmuseum,ddc06b8b-9dd1-4768-be15-75477b0f104a,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
437,Cobra Museum voor Moderne Kunst,ddcb0195-4e2a-4be5-9e42-97c34308367c,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1
438,Museum Hindeloopen,dee4d70d-ebd6-46c0-b273-c655fe3e6a80,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
439,Huis van het boek,df6d2369-9846-49ae-9a5d-ca40a6e310b8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
440,Portugese Synagoge Amsterdam,dffe8ae8-e39f-49d2-a41b-004775a406a8,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
441,Museum Belvédère,e0579fce-48ee-482e-8ed8-1281dae2c2b3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
442,Heksenwaag,e16483f3-1aa5-4dd8-aa2b-aeb22f0f2ae3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
443,Weegschaal Museum Naarden,e16ae770-865f-47d5-99ff-6ae6fc094217,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
444,"GEM, museum voor actuele kunst",e3a4eb03-6234-466c-a9a6-8313829a4065,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,Museum het Petershuis,e45fa2d7-0f3f-4a61-9611-2a5f14be0c39,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
446,Nederlands Artillerie Museum,e4b87fd4-b473-4137-abdc-c6854b3dd7a4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
447,Nationaal Orgelmuseum,e6efcd40-f8a3-4a8c-9d99-8d4906b91d38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
448,Museum Staphorst,e89e2757-e3e7-4d22-bba5-58f4164a0105,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
449,Waterlandsmuseum de Speeltoren,e9a50572-939d-4c7e-82b7-dfe6fb311adb,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
450,Universiteitsmuseum Groningen,e9ad0209-89ad-4e53-a353-b7328562f8e6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
451,Vincent van GoghHuis,ead1ade8-64f8-4fec-911d-de40132a7b6e,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
452,Kasteelruïne - Fluweelengrot Valkenburg,eb12d0f0-4e38-4bcf-9848-0295d05335a1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
453,Boerderijmuseum ''De Bovenstreek'',eb6494bd-1744-4f74-889e-a18a27d8aae2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
454,Museum Het Schip,eba73114-b030-49d1-9108-e60ea8670b3a,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
455,Stadsarchief Amsterdam,ebd8da56-bf8c-4233-9adb-792ddd85452c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
456,Museum Klok & Peel,ec065d35-d8fa-4067-af2f-8d66589735ce,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
457,Visserijmuseum Zoutkamp,ec263e46-374a-4932-b898-9d543994eecf,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
458,Museum Het Belfort,ec2cb4fd-72c6-4f66-a9c0-f41c8fca9f84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
459,Nationaal Vlasserij-Suikermuseum,eca19b80-47bd-4f8b-8ed0-bdfb159cb0bc,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
460,Jopie Huisman Museum,ef3c203e-a858-4f66-b2c8-59793913a386,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
461,Museumstoomtram Hoorn-Medemblik,f03acb0d-bfe6-45f8-847c-d3fa96aabe1f,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
462,Museum Het Valkhof,f05af616-d419-463e-89da-c107b2f20129,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
463,Flipje en Streekmuseum Tiel,f07e9147-5ac1-4c22-a403-90fac94d36b8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
464,Nationaal Biermuseum De Boom,f10a8db1-2d78-42d9-9654-352a6e189e25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
465,Nationaal Bomenmuseum Gimborn,f13e960f-96aa-4a92-97d7-4047e7c837d9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
466,Stadsmuseum Doetinchem,f38fd3ee-44ac-4fc2-b3f6-ffedea7c6e9d,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
467,Museum van de Vrouw,f42df924-d7b0-44e0-b996-2936871c504e,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
468,Joods Historisch Museum,f42e58c1-d6e6-4bdb-aa51-e0af569e31df,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1
469,Multatuli Huis,f4d47c41-e071-4797-a9ce-c0bc4f2b48d3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
470,Molenmuseum De Valk,f5520586-362f-4ce3-a624-0be40270f822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
471,Museum Terra Maris,f57a988c-883e-4f75-8dc6-7d5f76d005e5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1
472,Biesbosch MuseumEiland,f61643e5-0237-4536-90ef-d3e8f721de21,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
473,Rijksmuseum Boerhaave,f64adebc-d16c-4e0d-8c2a-ab0e2f0f28ba,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
474,Purmerends Museum,f70e0b91-81dd-4f8b-b5e4-e98ca0970b40,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
475,Museum Gouda,f76d5813-3efb-44c8-beff-5d2a569d7eb3,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
476,Paviljoen Nederland en WOI,f7e3d4b2-ae53-41c5-aa79-cfa323796de7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
477,Museum Rijswijk,f7ee9931-75df-4898-b5cc-2c7be2063e3c,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
478,Natuurmuseum Fryslân,f82c9249-ae42-4690-bcbc-9db3f55db2d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0
479,Embassy of the Free Mind,f9453fa1-3fe4-4c3e-a980-174ddae906fc,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
480,Museum Menkemaborg,f949947c-21cd-4074-bc78-c9039268ab07,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
481,Huis Zypendaal,f97c7156-10d8-4c00-8be5-9afdfa0be18c,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
482,Nederlands Bakkerijmuseum,f9878ebc-3a04-4842-8da9-af3775d99441,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1
483,Trompenburg Tuinen & Arboretum,f9d5d350-4bab-499a-8f53-2af1f6f25601,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
484,Kunsthal KAdE,fa3297b4-3e97-42e1-86f7-7de33c2bc426,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
485,Museum Haarlem,fb0faf75-c38d-4860-b1a7-a37f8405b863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
486,Fries Landbouwmuseum,fb1170b7-377c-40f1-9cae-6daa19257a21,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
487,Nationaal Gevangenismuseum,fb32cee8-c9ce-47fa-b7f0-1d0b814b759e,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0
488,Museum Swaensteyn,fb5c119f-f4a1-411c-a943-f609fcb5f5f3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0
489,Historisch Museum Haarlemmermeer,fbd0f6e4-105e-4b04-bf93-9b06a40e7204,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
490,Nederlands Zouavenmuseum,fc6db87c-79cc-4363-9eff-7280c4bdd31b,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
491,Naturalis,fccff808-8a76-432a-9cb8-9d0cefbecc30,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
492,Rijksmuseum van Oudheden,fd0ccc10-3708-434a-bb0e-40c3abe5fe5e,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
493,Haarlemmermeermuseum De Cruquius,fd1192ea-1815-431c-9ea6-da685c92d452,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
494,Het Nieuwe Instituut,fde0ab33-2d85-4f29-a0fb-6e13a6f52142,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
495,Vrijmetselarij Museum,fe92325a-3b6b-4b8b-9a29-49575071df82,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Totals,,,274,187,254,30,54,45,20,12,6,69,100,10,3,73,97,21,70,20,41,53,43,27,45,8,18,18,4,19,6,7,273,1,49,192,26,367,168,17,90,136
,,496,,0.377016129032258,0.512096774193548,0.060483870967742,0.108870967741935,0.090725806451613,0.040322580645161,0.024193548387097,0.012096774193548,0.139112903225806,0.201612903225806,0.020161290322581,0.006048387096774,0.147177419354839,0.195564516129032,0.042338709677419,0.141129032258065,0.040322580645161,0.082661290322581,0.106854838709677,0.086693548387097,0.054435483870968,0.090725806451613,0.016129032258065,0.036290322580645,0.036290322580645,0.008064516129032,0.038306451612903,0.012096774193548,0.014112903225807,0.550403225806452,0.002016129032258,0.098790322580645,0.387096774193548,0.05241935483871,0.73991935483871,0.338709677419355,0.034274193548387,0.181451612903226,0.274193548387097
,,,,0.622983870967742,0.487903225806452,0.939516129032258,0.891129032258064,0.909274193548387,0.959677419354839,0.975806451612903,0.987903225806452,0.860887096774193,0.798387096774194,0.979838709677419,0.993951612903226,0.852822580645161,0.804435483870968,0.957661290322581,0.858870967741935,0.959677419354839,0.917338709677419,0.893145161290323,0.913306451612903,0.945564516129032,0.909274193548387,0.983870967741935,0.963709677419355,0.963709677419355,0.991935483870968,0.961693548387097,0.987903225806452,0.985887096774193,0.449596774193548,0.997983870967742,0.901209677419355,0.612903225806452,0.94758064516129,0.26008064516129,0.661290322580645,0.965725806451613,0.818548387096774,0.725806451612903
,,,,6.22983870967742,4.87903225806452,9.39516129032258,8.91129032258064,9.09274193548387,9.59677419354839,9.75806451612903,9.87903225806452,8.60887096774194,7.98387096774194,9.79838709677419,9.93951612903226,8.52822580645161,8.04435483870968,9.57661290322581,8.58870967741936,9.59677419354839,9.17338709677419,8.93145161290323,9.13306451612903,9.45564516129032,9.09274193548387,9.83870967741936,9.63709677419355,9.63709677419355,9.91935483870968,9.61693548387097,9.87903225806452,9.85887096774194,4.49596774193548,9.97983870967742,9.01209677419355,6.12903225806452,9.4758064516129,2.6008064516129,6.61290322580645,9.65725806451613,8.18548387096774,7.25806451612903
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Test 1,37.7016129032258,51.2096774193548,6.04838709677419,10.8870967741935,9.07258064516129,4.03225806451613,2.41935483870968,1.20967741935484,13.9112903225806,20.1612903225806,2.01612903225806,0.604838709677419,14.7177419354839,19.5564516129032,4.23387096774194,14.1129032258065,4.03225806451613,8.26612903225806,10.6854838709677,8.66935483870968,5.44354838709677,9.07258064516129,1.61290322580645,3.62903225806452,3.62903225806452,0.806451612903226,3.83064516129032,1.20967741935484,1.41129032258065,55.0403225806452,0.201612903225806,9.87903225806452,38.7096774193548,5.24193548387097,73.991935483871,33.8709677419355,3.42741935483871,18.1451612903226,27.4193548387097
,,,,2.6524064171123,1.95275590551181,16.5333333333333,9.18518518518519,11.0222222222222,24.8,41.3333333333333,82.6666666666667,7.18840579710145,4.96,49.6,165.333333333333,6.79452054794521,5.11340206185567,23.6190476190476,7.08571428571428,24.8,12.0975609756098,9.35849056603774,11.5348837209302,18.3703703703704,11.0222222222222,62,27.5555555555556,27.5555555555556,124,26.1052631578947,82.6666666666667,70.8571428571429,1.81684981684982,496,10.1224489795918,2.58333333333333,19.0769230769231,1.35149863760218,2.95238095238095,29.1764705882353,5.51111111111111,3.64705882352941
,,,,3,2,17,10,12,25,42,83,8,5,50,166,7,6,24,8,25,13,10,12,19,12,62,28,28,124,27,83,71,2,496,11,3,20,2,3,30,6,4
